POSTED_BY,BHK_OR_RK,UNDER_CONSTRUCTION,RERA,BHK_NO.,READY_TO_MOVE,RESALE,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),ADDRESS
Owner,BHK,0,0,3,1,1,1154.142088,22.5,88.35,45,"Tollygunge,Kolkata"
Dealer,BHK,0,1,3,1,1,3128.184468,19.139348,72.820458,1320,"Andheri (West),Lalitpur"
Owner,BHK,0,0,3,1,1,1599.21671,12.840956,77.659441,98,"Electronics City Phase 1,Bangalore"
Dealer,BHK,0,1,2,1,1,1430.789707,30.661104,76.746082,64.5,"Sector-66A Mohali,Mohali"
Dealer,BHK,0,0,4,1,1,2998.34574,28.9196,76.8972,290,"Ahinsa Khand 1,Ghaziabad"
Owner,BHK,0,0,2,1,1,3.985594238,21.213822,81.676956,24.9,"Amlidih,Raipur"
Dealer,BHK,1,1,1,0,1,575.0903713,24.69028,78.41889,35,"Ulwe,Lalitpur"
Owner,BHK,0,1,2,1,1,892.3259964,22.389918,73.159044,15,"Dashrath,Vadodara"
Dealer,BHK,0,1,2,1,1,1015.134736,24.69028,78.41889,55,"Taloja,Lalitpur"
Owner,BHK,0,1,2,1,1,850.0137099,28.5041,77.381557,31,"Sector-134 Noida,Noida"
Owner,BHK,0,0,3,1,1,900.3939223,29.116822,75.767169,16,"Tara Nagar,Jaipur"
Dealer,BHK,0,0,2,1,1,956.5217391,19.072166,72.986798,110,"Sector-7 Ghansoli,Lalitpur"
Dealer,BHK,1,1,2,0,1,899.9659748,18.96667,72.83333,52.9,"Ranjnoli,Mumbai"
Builder,BHK,1,0,3,0,0,1400,23.267939,85.310121,39.2,"Tupudana,Ranchi"
Dealer,BHK,0,0,2,1,1,1225.165563,12.973237,77.646859,37,"NH-8,Dharuhera"
Dealer,BHK,0,0,2,1,1,1084.056037,18.691025,73.8081,65,"Rajaram Patil Nagar,Pune"
Dealer,BHK,0,1,3,1,1,1397.013883,18.96667,72.83333,160,"Dhokali,Mumbai"
Dealer,BHK,0,0,2,1,1,1390.02453,26.86056,80.91583,85,"Gokhale Marg,Lucknow"
Dealer,BHK,0,0,2,1,1,1374.582528,12.96991,77.59796,78.2,"Muthurayya Swamy Layout,Bangalore"
Owner,BHK,1,0,2,0,1,599.8956703,22.3,70.78,34.5,"sadhu vadvani road,Rajkot"
Owner,BHK,0,0,5,1,1,1390.095569,22.626024,88.385793,32,"Sinthi,Kolkata"
Owner,BHK,0,0,2,1,1,650.0171057,19.88879,75.34344,38,"Cannought Palce,Aurangabad"
Dealer,BHK,0,1,2,1,1,930.0411523,28.368269,77.37273,33.9,"Sector 77 Faridabad,Faridabad"
Owner,BHK,0,1,3,1,1,3100,30.684523,76.691728,93,"Sector-88 Mohali,Mohali"
Dealer,BHK,0,0,2,1,1,1236.044657,28.6221,77.3674,62,"Sector-62 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1556.016598,28.6423,77.3445,90,"Sector-3 Vaishali,Ghaziabad"
Owner,BHK,0,0,3,1,1,1100.151745,17.404893,78.510735,58,"Vidya Nagar,Kollam"
Owner,BHK,0,0,3,1,1,1800.08471,28.9196,76.8972,85,"Nyay Khand 2,Ghaziabad"
Owner,BHK,0,0,2,1,1,700.0840101,22.491938,88.386889,25,"Santoshpur,Kolkata"
Dealer,BHK,0,0,2,1,1,1187.789524,18.973908,73.025106,100,"Ulwe,Maharashtra"
Dealer,BHK,0,1,3,1,1,1651.527663,18.475864,73.890009,100,"NIBM,Pune"
Dealer,BHK,0,0,1,1,1,594.000594,13.09,80.27,60,"Fanepet,Chennai"
Owner,BHK,0,0,3,1,1,1512.859304,12.897215,77.628102,140,"Hongasandra,Bangalore"
Owner,BHK,0,0,2,1,1,1080.246914,23.429799,72.655853,21,"Mansa,Gandhinagar"
Dealer,BHK,0,0,1,1,1,670.1030928,28.5734,77.2307,13,"Defence Colony Layout,Secunderabad"
Owner,BHK,0,0,3,1,0,1440.067768,12.87028,74.88056,34,"Moodabidri,Mangalore"
Dealer,BHK,0,1,2,1,1,1335.002086,18.52361,73.84778,96,"Mohamadwadi,Pune"
Dealer,BHK,0,1,3,1,1,1235.350016,26.900926,75.775927,39,"Raj Nagar Extension,Ghaziabad"
Owner,BHK,0,0,3,1,1,1099.80302,10.159679,76.38519,33.5,"Aluva,Kochi"
Owner,BHK,0,0,2,1,1,1110.083256,13.063752,77.605027,48,"Amruthahalli,Bangalore"
Dealer,BHK,0,0,3,1,1,1500.068185,18.640665,73.806602,110,"Shree Datta Colony,Pune"
Dealer,BHK,1,0,2,0,1,1074.185968,19.2361,72.8338,160,"Borivali (West),Lalitpur"
Dealer,BHK,0,0,4,1,1,2650.020611,19.0705,72.8309,900,"Khar West,Maharashtra"
Owner,BHK,0,1,3,1,1,1003.142374,30.712867,76.648557,41.5,"Sector-115 Mohali,Mohali"
Owner,BHK,0,0,2,1,1,890.0756564,12.994454,77.624945,80,"Cox Town,Bangalore"
Owner,BHK,0,0,2,1,1,850.1838235,26.225345,78.156295,18.5,"Vinay Nagar,Gwalior"
Dealer,BHK,0,1,2,1,1,1109.139308,19.06446,72.888131,150,"Kurla (East),Maharashtra"
Dealer,BHK,1,1,3,0,0,783.5211146,18.647126,73.763802,91.1,"Akurdi,Pune"
Dealer,BHK,0,0,2,1,1,1155.167031,30.662283,76.822397,37,"Zirakpur,Chandigarh"
Owner,BHK,0,0,1,1,1,602.288697,21.11396,79.06601,30,"Guru Dev Nagar,Nagpur"
Owner,BHK,0,0,4,1,1,2159.827214,28.874383,77.113251,100,"Kundli,Sonipat"
Dealer,BHK,1,1,2,0,1,877.6035572,24.69028,78.41889,37.5,"Moshi,Lalitpur"
Dealer,BHK,1,0,3,0,1,3200,26.696758,90.513797,460,"1st Block Jayanagar,Bangalore"
Dealer,BHK,0,0,3,1,1,1290.171241,22.802995,86.167625,55,"Kadma,Jamshedpur"
Dealer,BHK,1,1,3,0,1,1600,24.69028,78.41889,160,"Pokhran-2,Lalitpur"
Dealer,BHK,1,1,1,0,1,375.5120619,18.637802,73.745912,33,"Punawale,Pune"
Dealer,BHK,0,0,4,1,1,2397.660819,30.6665,76.8625,82,"Sector-20 Panchkula,Panchkula"
Owner,BHK,0,1,3,1,1,2134.016219,12.9958935,77.761394,150,"Whitefield,Bangalore"
Dealer,BHK,0,0,3,1,1,1771.05136,22.54111,88.33778,110,"Khudiram Metro, E.M Bypass,Kolkata"
Dealer,BHK,1,1,3,0,1,1687.289089,19.235,72.8598,270,"Borivali (East),Mumbai"
Dealer,BHK,0,0,1,1,1,828.0104093,19.255098,72.9815265,70,"Hiranandani Estate,Mumbai"
Owner,BHK,0,0,2,1,1,852.0790729,23.25,77.41667,25,"Shirdipuram,Bhopal"
Dealer,BHK,1,0,2,0,1,1079.487179,12.96991,77.59796,42.1,"Banjara Layout,Bangalore"
Owner,BHK,0,0,2,1,1,1500.093756,26.420987,80.310817,80,"Barra,Kanpur"
Dealer,BHK,0,1,3,1,1,1940.144479,28.392679,77.344375,94,"Sector 81 Faridabad,Faridabad"
Dealer,BHK,0,0,3,1,1,1750.164078,21.143354,72.770931,80,"Vesu,Surat"
Dealer,BHK,0,0,4,1,1,2328.95457,30.660437,76.861517,85.1,"Peer Muchalla,Panchkula"
Dealer,BHK,0,1,3,1,1,1971.830986,18.52361,73.84778,140,"Pune Mumbai Highway,Pune"
Dealer,BHK,0,0,2,1,1,1049.932853,19.038205,73.06612,86,"Kharghar,Mumbai"
Owner,BHK,0,0,4,1,1,1600,26.79757,80.915983,90,"Sector I - Salt Lake,Kolkata"
Owner,BHK,0,0,2,1,1,1250,28.5041,77.381557,43.5,"Sector-134 Noida,Noida"
Dealer,BHK,1,1,4,0,1,2170.186716,30.662283,76.822397,70.9,"Zirakpur,Chandigarh"
Dealer,BHK,0,0,3,1,1,1226.24157,22.623598,88.441186,60,"Chinar Park,Kolkata"
Dealer,BHK,0,0,1,1,1,640.0186187,19.235,72.8598,110,"Borivali (East),Lalitpur"
Owner,BHK,0,0,2,1,1,1350.21097,31.655053,74.891633,48,"Bank Avenue,Bangalore"
Dealer,BHK,0,0,2,1,1,1100.038825,19.040416,73.078151,85,"Sector 15 Kharghar,Lalitpur"
Owner,BHK,0,1,3,1,1,1838.986514,28.59632,77.38143,90,"Sector-70 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1091.165083,26.773189,75.61191,31,"New Sanganer Road,Jaipur"
Dealer,BHK,0,0,4,1,1,2360.056051,19.1955,72.8728,320,"Lokhandwala Kandivali East,Maharashtra"
Dealer,BHK,0,1,3,1,1,1303.870436,19.015576,72.851441,380,"Wadala,Maharashtra"
Dealer,BHK,0,0,1,1,1,545.0251317,22.5855,88.427,90,"Sector 2 Charkop,Lalitpur"
Dealer,BHK,0,0,2,1,1,777.1260997,12.9623,80.1986,47.7,"Madipakkam,Chennai"
Dealer,BHK,1,0,3,0,1,1420.765027,25.61,85.14139,52,"Gola Road,Patna"
Owner,BHK,0,0,2,1,1,1060.284762,12.87028,74.88056,35,"Mary Hill,Mangalore"
Owner,BHK,0,1,2,1,1,1150.234742,28.576117,77.382136,49,"Sector-75 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1125.2215,30.768683,76.650876,38.1,"Sector-127 Mohali,Mohali"
Owner,BHK,0,0,2,1,1,1100.208147,18.92764,73.166178,37,"Bhatar,Surat"
Dealer,BHK,1,0,2,0,1,998.4089101,28.406794,76.936447,25.1,"Sector-90 Gurgaon,Gurgaon"
Dealer,BHK,0,1,3,1,0,1866.666667,28.388225,76.946376,140,"Sector-81 Gurgaon,Gurgaon"
Dealer,BHK,0,1,2,1,1,1278.108783,28.587711,77.403123,66.5,"Sector-119 Noida,Noida"
Dealer,BHK,0,1,3,1,1,1100.473203,19.222101,72.988231,200,"Balkum,Maharashtra"
Dealer,BHK,0,0,2,1,1,1100.173712,12.96991,77.59796,38,"Akshaya Nagar,Bangalore"
Dealer,BHK,1,1,2,0,0,702.049986,21.5452,74.4721,75,"Shahad,Mumbai"
Owner,BHK,0,0,3,1,1,1650.165017,12.857784,77.636193,90,"Vittasandra,Bangalore"
Owner,BHK,0,0,3,1,1,1580.044915,12.96991,77.59796,98.5,"Ayodya Nagar,Bangalore"
Dealer,BHK,0,1,4,1,1,2000,12.946431,80.239383,160,"Thoraipakkam,Chennai"
Dealer,BHK,0,0,3,1,1,1340.094169,22.509911,88.356659,74,"Dhakuria,Kolkata"
Owner,BHK,0,0,2,1,1,966.8335419,16.535675,80.583436,30.9,"Gollapudi,Vijayawada"
Owner,BHK,0,1,3,1,1,1099.908341,28.66667,77.41667,36,"NH-24 Highway,Ghaziabad"
Owner,BHK,0,0,5,1,1,4900.245012,28.560719,77.386208,280,"Sector-78 Noida,Noida"
Owner,BHK,0,0,2,1,1,1198.465964,27.61194,75.13972,25,"Sikar Road,Jaipur"
Dealer,BHK,0,1,3,1,1,1750,28.429614,77.481711,98,"Sector-150 Noida,Noida"
Owner,BHK,0,1,2,1,1,1249.099207,26.932493,80.913497,52,"Mutkkipur,Lucknow"
Dealer,BHK,1,0,2,0,1,940.0826446,26.154874,91.670312,36.4,"Jalukbari,Guwahati"
Owner,BHK,1,1,2,0,1,633.9814032,13.00841,80.21269,75,"Guindy,Chennai"
Dealer,BHK,0,0,3,1,1,1599.845798,12.55,77.417,83,"Kanakapura,Bangalore"
Dealer,BHK,1,1,3,0,0,1204.451624,12.968,80.1502,67.1,"Pallavaram,Chennai"
Dealer,BHK,0,1,3,1,1,1596.027664,13.055985,77.622157,90,"Thanisandra,Bangalore"
Dealer,BHK,0,0,3,1,1,1530.054645,22.54111,88.33778,84,"Bangur,Kolkata"
Owner,BHK,0,0,3,1,1,1261.061947,12.89911,80.169,57,"Vengaivasal,Chennai"
Owner,BHK,0,0,2,1,1,1200,16.461088,80.717926,33,"Penamaluru,Vijayawada"
Owner,BHK,0,1,4,1,1,3590.384015,28.494868,77.410298,230,"Sector-168 Noida,Noida"
Dealer,BHK,0,0,2,1,1,1100.034376,28.574129,77.322873,96,"Sector-19 Airoli,Lalitpur"
Dealer,BHK,0,0,2,1,1,1149.755677,28.5216,77.3863,40,"Sector-93 Noida,Noida"
Owner,BHK,0,0,3,1,1,830.8605341,22.617564,88.427982,28,"Baguihati,Kolkata"
Dealer,BHK,0,0,4,1,0,2268.002268,28.391441,77.022829,120,"Sector-70 Gurgaon,Gurgaon"
Dealer,BHK,0,1,2,1,1,950.1613482,28.527597,77.389374,53,"Sector-82 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1621.621622,30.662283,76.822397,39.6,"Zirakpur,Chandigarh"
Owner,BHK,0,0,5,1,1,4000,10.782597,79.842124,180,"Maraimalai Nagar,Chennai"
Dealer,BHK,0,0,2,1,1,975.1960992,22.54111,88.33778,46,"E M Bypass,Kolkata"
Owner,BHK,0,0,2,1,1,850.4398827,26.9883,75.5846,14.5,"Kalwar Road,Jaipur"
Owner,BHK,0,0,1,1,1,650.0802568,22.3,73.2,16.2,"TP 13,Vadodara"
Dealer,BHK,0,0,3,1,1,1815.388912,21,77,130,"Pingale Wasti,Pune"
Dealer,BHK,0,0,3,1,1,1265.133995,12.96991,77.59796,93,"Akshaya Nagar,Bangalore"
Dealer,BHK,0,1,2,1,1,936.0936094,12.9958935,77.761394,52,"Whitefield,Bangalore"
Owner,BHK,0,0,4,1,1,1400.124456,21.736437,70.287253,45,"Vanzari Garbi Chowk,Junagadh"
Dealer,BHK,1,0,3,0,1,1267.070252,22.648322,88.4431525,90,"Dum Dum,Kolkata"
Dealer,BHK,0,0,3,1,1,1255.01133,22.5922,88.484911,72,"New Town,Kolkata"
Dealer,BHK,0,1,2,1,1,1150.026137,19.038205,73.06612,110,"Sector-35D Kharghar,Mumbai"
Owner,BHK,0,0,2,1,1,1339.285714,12.896796,77.5724,60,"Kanakpura Road,Bangalore"
Owner,BHK,0,0,2,1,1,1000,24.16667,72.43333,23,"Sai Villa Flet,Palanpur"
Owner,BHK,1,0,2,0,1,1800.411523,12.824586,80.046842,35,"Kattankulathur,Chennai"
Dealer,BHK,1,1,2,0,1,656.0897054,24.69028,78.41889,110,"Dhokali,Lalitpur"
Owner,BHK,0,0,2,1,1,1255.02008,13.0133,80.17286,100,"Manapakkam,Chennai"
Dealer,BHK,1,1,2,0,0,729.9104613,18.602428,73.787111,64.4,"Rahatani,Pune"
Owner,BHK,0,0,3,1,1,1346.084446,30.284277,78.022829,37.3,"Kargi,Dehradun"
Dealer,BHK,0,0,3,1,1,1280.049953,18.097689,74.735239,82,"Balewadi,Pune"
Dealer,BHK,0,1,3,1,1,1368.925394,19.18,72.96333,220,"Thane West,Mumbai"
Owner,BHK,0,1,2,1,1,699.790063,21.15389,79.08306,20,"Motibagh,Nagpur"
Dealer,BHK,1,0,3,0,1,1356.456044,22.621775,88.393335,79,"Dum Dum Metro,Kolkata"
Dealer,BHK,1,1,2,0,1,750,19.147866,72.932609,120,"Bhandup (West),Mumbai"
Owner,BHK,0,1,1,1,1,450.0926661,30.74,76.65,17,"Kharar,Mohali"
Owner,BHK,0,0,3,1,1,1695.378726,28.629811,77.434197,62,"Crossing Republik,Ghaziabad"
Dealer,BHK,0,0,3,1,1,1980.495124,26.807408,75.838659,79.2,"Pratap Nagar,Jaipur"
Owner,BHK,0,0,3,1,1,1198.003328,19.09806,74.7325,36,"Savedi,Ahmednagar"
Dealer,BHK,0,0,3,1,1,1820.833333,12.433588,80.129485,87.4,"Kanathur,Chennai"
Dealer,BHK,0,1,3,1,1,1000,28.40473,77.367514,37.5,"Sector 84 Faridabad,Faridabad"
Dealer,BHK,1,0,2,0,1,1125,17.6672,83.2051,31.5,"Pedagantyada,Visakhapatnam"
Owner,BHK,0,0,2,1,1,900,22.29691,70.79836,45,"Alkapuri,Rajkot"
Dealer,BHK,0,0,1,1,1,750,19.076057,73.097319,42,"Taloja,Mumbai"
Dealer,BHK,0,0,2,1,1,1172.332943,21.143354,72.770931,40,"Vesu,Surat"
Dealer,BHK,0,0,2,1,1,770,26.277539,73.009309,46.2,"Sardarpura,Jodhpur"
Owner,BHK,0,0,2,1,1,760.2153944,20.020552,75.077633,24,"Itkheda,Aurangabad"
Owner,BHK,0,0,2,1,1,1215.066829,12.9958935,77.761394,70,"Whitefield,Bangalore"
Dealer,BHK,1,1,2,0,0,656.3833279,19.1615,72.8731,140,"Goregaon (East),Lalitpur"
Dealer,BHK,1,1,1,0,1,690.0573428,18.96667,72.83333,71,"Pokhran-2,Mumbai"
Owner,BHK,1,0,2,0,1,1084.990958,28.21,76.87,30,"Alwar Bhiwadi Road,Bhiwadi"
Dealer,BHK,0,0,2,1,1,1210.136674,12.96991,77.59796,85,"Kattanallur,Bangalore"
Owner,BHK,0,0,2,1,1,1025.029797,12.96991,77.59796,43,"Anjanapura,Bangalore"
Owner,BHK,0,0,2,1,1,1000,22.271214,73.188827,38,"Manjalpur,Vadodara"
Dealer,BHK,0,0,2,1,1,1140.017539,18.566625,73.916906,78,"Sai Nagar Park,Pune"
Dealer,BHK,1,1,2,0,1,992.4837718,18.5993,73.7625,58.1,"Wakad,Pune"
Owner,BHK,0,1,3,1,1,1265.136454,18.49667,73.94167,70,"Hadapsar,Pune"
Owner,BHK,0,0,3,1,1,1014.656144,23.264966,77.43619,27,"Subhash Colony,Jamshedpur"
Dealer,BHK,1,1,3,0,1,2250.067367,30.662283,76.822397,83.5,"Zirakpur,Chandigarh"
Owner,BHK,1,0,3,0,1,1485.001485,13.656939,79.437976,50,"Akkarampalle,Tirupati"
Dealer,BHK,0,1,2,1,1,1045.111787,13.0519,77.5416,79,"Jalahalli,Bangalore"
Dealer,BHK,0,1,2,1,1,592.0078934,28.406388,77.342588,24,"Sector 86 Faridabad,Faridabad"
Owner,BHK,0,0,3,1,1,2125.398512,9.930471,76.271273,100,"Edachira,Kochi"
Owner,BHK,0,0,2,1,1,1010.10101,13.07265,80.176063,70,"Mogappair,Chennai"
Dealer,BHK,0,1,2,1,1,998.0366492,26.900926,75.775927,30.5,"Raj Nagar Extension,Ghaziabad"
Dealer,BHK,1,1,3,0,1,1842.04467,12.8855,77.5638,160,"Konanakunte,Bangalore"
Dealer,BHK,0,1,3,1,1,1545.055821,19.12,72.91,310,"Powai,Lalitpur"
Dealer,BHK,0,0,2,1,1,879.7455505,19.147866,72.932609,130,"Bhandup (West),Mumbai"
Dealer,BHK,0,0,2,1,1,1142.421935,28.456809,77.099182,120,"Sector 42 Seawoods,Lalitpur"
Dealer,BHK,1,1,2,0,1,736.0157017,18.96,72.82,75,"Dronagiri,Maharashtra"
Dealer,BHK,0,1,2,1,1,1000,12.78827,77.705583,27,"Iggalur,Bangalore"
Dealer,BHK,0,1,2,1,1,1050.119332,19.076057,73.097319,44,"Taloja,Mumbai"
Owner,BHK,0,0,2,1,1,1000,21.111835,79.038732,45,"Trimurti Nagar,Nagpur"
Owner,BHK,0,1,2,1,1,1050.052503,22.271018,73.154216,30,"Atladra,Vadodara"
Dealer,BHK,1,1,3,0,1,1948.648649,26.75,81,72.1,"Amar Shaheed Path,Lucknow"
Dealer,BHK,0,1,4,1,1,1526.015812,19.0167,72.8167,830,"Worli,Mumbai"
Owner,BHK,0,0,1,1,1,650.0541712,29.892311,78.000723,24,"Kankhal,Haridwar"
Dealer,BHK,0,0,2,1,1,1018.001241,19.040066,73.115347,82,"Roadpali,Mumbai"
Dealer,BHK,0,1,4,1,1,2000,19.239813,72.962722,300,"Manpada,Mumbai"
Dealer,BHK,0,0,1,1,1,586.0312841,39.912312,-86.212488,16.11,"Super Corridor,Indore"
Owner,BHK,1,1,3,0,1,1475.288911,28.429614,77.481711,60,"Sector-150 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1354.462955,19.1347,72.8553,300,"Jogeshwari (East),Lalitpur"
Dealer,BHK,0,0,3,1,1,1350.135014,21.15389,79.08306,75,"Pande Layout,Nagpur"
Dealer,BHK,0,0,2,1,1,995.51318,22.648322,88.4431525,35.5,"Airport,Kolkata"
Dealer,BHK,1,0,3,0,1,859.0011044,22.648322,88.4431525,70,"Dum Dum,Kolkata"
Dealer,BHK,0,1,2,1,1,1326.10006,12.9053,80.1986,66,"Perumbakkam,Chennai"
Dealer,BHK,0,0,4,1,1,2600.404507,28.41667,77.3,90,"Greenfield Colony,Faridabad"
Dealer,BHK,1,1,3,0,1,1599.680064,19.1759,72.9522,240,"Mulund (West),Maharashtra"
Dealer,BHK,1,1,3,0,1,1470,26.936933,80.941263,44.1,"Jankipuram Extension,Lucknow"
Owner,BHK,0,0,2,1,1,1300.108342,12.96991,77.59796,60,"Hosapalya,Bangalore"
Dealer,BHK,1,1,3,0,0,980.6847738,19.05871,72.89969,230,"Chembur,Lalitpur"
Dealer,BHK,1,0,4,0,0,183398.4375,22.5922,88.484911,9390,"New Town,Kolkata"
Dealer,BHK,0,0,3,1,1,1250,22.54111,88.33778,60,"Action Area I,Kolkata"
Dealer,BHK,1,1,2,0,1,962.926101,18.669919,73.853723,38.7,"Moshi,Pune"
Owner,BHK,0,0,2,1,1,1050.247117,22.7,88.35,25.5,"Konnagar,Kolkata"
Dealer,BHK,1,0,2,0,1,1285.714286,20.26444,85.82806,45,"Phulnakhara,Bhubaneswar"
Dealer,BHK,0,0,2,1,1,1300.029214,12.8891,77.5973,89,"Arekere,Bangalore"
Owner,BHK,0,1,2,1,1,1407.055093,13.118911,77.621325,71,"Kattigenahalli,Bangalore"
Owner,BHK,0,0,1,1,1,450.0703235,28.66667,77.41667,16,"Siddhartha Vihar,Ghaziabad"
Owner,BHK,0,0,2,1,1,1000,23.399528,85.357421,40,"Bariatu opp. Reliance fresh,Ranchi"
Owner,BHK,0,0,2,1,1,860.0095557,18.632409,73.819766,54,"Nehru Nagar,Pune"
Owner,BHK,0,0,3,1,1,1870.207593,28.568096,77.390253,100,"Sector-77 Noida,Noida"
Owner,BHK,0,0,3,1,1,1500.484027,22.288976,73.128222,31,"Bhayli,Vadodara"
Dealer,BHK,1,1,2,0,1,1238.254789,19.141644,72.842908,170,"Jogeshwari (West),Mumbai"
Owner,BHK,1,1,3,0,1,1495.284104,28.66667,77.41667,65,"Siddhartha Vihar,Ghaziabad"
Owner,BHK,0,0,2,1,1,900.032144,21.181325,79.105515,28,"Teka Naka,Nagpur"
Dealer,BHK,0,0,5,1,1,4399.748586,28.494181,77.290609,350,"Charmwood Village,Faridabad"
Builder,BHK,0,0,3,1,0,1358.823529,12.96991,77.59796,46.2,"Hennur,Bangalore"
Owner,BHK,0,0,3,1,1,1435.063382,50.817397,4.42145,60,"Lavakusha Nagar,Bangalore"
Owner,BHK,0,0,2,1,1,1128.472222,28.208213,76.810287,26,"Sector-54 Bhiwadi,Bhiwadi"
Dealer,BHK,0,0,3,1,1,1310.219714,9.893479,76.408774,65,"Mulanthuruthy,Kochi"
Owner,BHK,0,0,2,1,1,774.1269568,22.498882,88.317556,45,"Behala,Kolkata"
Owner,BHK,0,0,1,1,1,564.0008813,12.843566,77.652108,25.6,"Doddathoguru,Bangalore"
Owner,BHK,0,0,2,1,1,1099.952176,13.100352,80.190686,69,"Padi Kuppam,Chennai"
Dealer,BHK,1,1,2,0,0,1171.428571,21.17,72.83,41,"Palanpur,Surat"
Builder,BHK,1,0,3,0,0,3253.173013,10.505,76.2256,48.7,"Kuriachira,Thrissur"
Owner,BHK,0,0,2,1,1,1010.10101,18.490075,73.968862,60,"Manjri,Pune"
Dealer,BHK,0,0,2,1,1,951.8041014,18.914541,72.818211,110,"Thakur Village,Mumbai"
Dealer,BHK,0,0,3,1,1,1595.226498,9.930471,76.271273,65.5,"Kakkanad,Kochi"
Owner,BHK,0,0,3,1,1,1625.295508,21,77,55,"Bestech Park View Delight,Dharuhera"
Dealer,BHK,1,1,2,0,1,1101.726037,19.068492,72.898896,150,"Tilak Nagar,Mumbai"
Dealer,BHK,0,0,2,1,1,1149.3152,26.688666,81.375917,120,"Meera Nagar,Pune"
Owner,BHK,0,0,1,1,1,990.0990099,15.007324,74.026607,36,"Palolem,Goa"
Owner,BHK,1,0,2,0,1,800,23.275614,77.378878,37,"Idgah Hills,Bhopal"
Owner,BHK,0,0,2,1,1,850.0991782,23.165493,79.958838,30,"Civil Lines,Jabalpur"
Builder,BHK,1,1,2,0,0,787.5691784,22.679739,75.894651,18.5,"Palda,Indore"
Owner,BHK,0,0,3,1,1,2000,28.694053,77.190664,150,"State Bank Colony,Vijayawada"
Owner,BHK,0,0,2,1,1,398.2703687,28.6693,77.334985,35,"Brij Vihar,Ghaziabad"
Dealer,BHK,0,0,3,1,1,2000,19.1026,72.8243,570,"Juhu,Lalitpur"
Dealer,BHK,0,0,10,1,1,4356.740133,21.069237,86.520259,85,"Kuansh,Bhadrak"
Dealer,BHK,0,1,3,1,1,2569.435948,26.696758,90.513797,420,"1st Block Jayanagar,Bangalore"
Owner,BHK,0,0,2,1,1,939.9700919,12.96991,77.59796,44,"Green View Layout,Bangalore"
Owner,BHK,0,0,2,1,1,400,29.959012,76.87339,28,"Sector-8 kurukshetra,Kurukshetra"
Dealer,BHK,1,0,2,0,1,977.6119403,28.57,77.32,26.2,"Chhalera,Noida"
Owner,BHK,1,1,3,0,1,1589.047794,13.055985,77.622157,130,"Thanisandra,Bangalore"
Owner,BHK,0,1,2,1,1,729.0867229,23.16083,77.46833,19,"Misrod,Bhopal"
Builder,BHK,1,0,2,0,0,1076.426265,15.492188,73.878577,50,"Ribandar,Goa"
Dealer,BHK,0,1,2,1,0,1523.076923,21.241333,81.56801,39.6,"Sarona,Raipur"
Owner,BHK,0,0,2,1,1,750.1442585,22.471691,88.291169,26,"Subhas Nagar,Kolkata"
Owner,BHK,0,0,3,1,1,1554.356771,19.0787,73.0006,170,"Vashi,Lalitpur"
Dealer,BHK,0,1,2,1,1,1058.948112,18.966114,73.148278,60,"Panvel,Mumbai"
Dealer,BHK,1,1,1,0,1,690.0076668,19.249861,72.963866,81,"Kolshet Road,Mumbai"
Owner,BHK,0,0,3,1,1,1301.571709,21.201983,81.374348,26.5,"Junwani,Bhilai"
Owner,BHK,0,0,2,1,1,1050,30.74,76.65,18.9,"Kharar,Mohali"
Dealer,BHK,0,1,4,1,1,6141.183919,12.9847,77.5491,970,"Rajaji Nagar,Bangalore"
Dealer,BHK,0,0,3,1,1,1475.361464,18.5956,73.7981,100,"Pimple Saudagar,Pune"
Dealer,BHK,1,1,2,0,1,1165.076822,24.69028,78.41889,160,"Kanjur Marg (East),Lalitpur"
Dealer,BHK,0,1,2,1,1,1315.068493,18.5438,73.9438,120,"Kharadi,Pune"
Owner,BHK,0,0,3,1,1,2516.281824,12.925,77.595,85,"5th Block Jayanagar,Bangalore"
Dealer,BHK,0,0,1,1,1,710.0720996,24.69028,78.41889,65,"Hatkesh Udhog Nagar,Lalitpur"
Owner,BHK,0,0,3,1,1,1625.135428,25.61,85.14139,60,"Kothwan,Patna"
Dealer,BHK,1,1,3,0,0,900.3760394,19.1615,72.8731,170,"Goregaon (East),Mumbai"
Dealer,BHK,0,0,3,1,1,1800.076599,22.288976,73.128222,47,"Vasna-Bhayli-Road,Vadodara"
Dealer,BHK,1,0,3,0,1,1762.950909,18.558319,73.77588,130,"Baner,Pune"
Dealer,BHK,0,0,3,1,1,1685.27491,28.560719,77.386208,80,"Sector-78 Noida,Noida"
Owner,BHK,0,1,3,1,1,1680.201624,30.768683,76.650876,60,"Sector-127 Mohali,Mohali"
Dealer,BHK,0,1,4,1,1,2824.133504,28.388225,76.946376,220,"Sector-81 Gurgaon,Gurgaon"
Dealer,BHK,0,0,3,1,0,1308.734506,12.842686,80.063733,45.4,"Guduvancheri,Chennai"
Dealer,BHK,0,0,2,1,1,1049.947503,12.96991,77.59796,70,"2nd Block Bel Layout,Bangalore"
